------------------------------
test was performed using the following parameters: --mps=400 --burst=1 --reply-every=1 --msg-size=64 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=4040; ReceivedMessages=4040
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.993 sec; SentMessages=3998; ReceivedMessages=3998
sockperf: [2;35m====> avg-lat=  1.403 (std-dev=0.677)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 3998 observations[0m; each percentile contains 39.98 observations
sockperf: ---> <MAX> observation =   42.337
sockperf: ---> percentile  99.99 =   42.337
sockperf: ---> percentile  99.90 =    2.820
sockperf: ---> percentile  99.50 =    2.303
sockperf: ---> percentile  99.00 =    2.179
sockperf: ---> percentile  95.00 =    1.813
sockperf: ---> percentile  90.00 =    1.578
sockperf: ---> percentile  75.00 =    1.411
sockperf: ---> percentile  50.00 =    1.335
sockperf: ---> percentile  25.00 =    1.288
sockperf: ---> <MIN> observation =    1.188
------------------------------
txTime, rxTime
2.913516105, 2.913520309
2.916016111, 2.916018852
2.918516107, 2.918518590
2.921016106, 2.921018884
2.923516111, 2.923518803
2.926016107, 2.926018970
2.928516109, 2.928518881
2.931016105, 2.931018800
2.933516109, 2.933518681
2.936016112, 2.936018727
2.938516105, 2.938518700
2.941016107, 2.941018993
2.943516106, 2.943519186
2.946016109, 2.946018997
2.948516106, 2.948518640
2.951016111, 2.951018776
2.953516108, 2.953518643
2.956016103, 2.956018788
2.958516111, 2.958519246
2.961016106, 2.961019229
2.963516107, 2.963518806
2.966016111, 2.966019131
2.968516111, 2.968518849
2.971016108, 2.971019521
2.973516103, 2.973518726
2.976016109, 2.976018598
2.978516107, 2.978518715
2.981016110, 2.981018804
2.983516106, 2.983518793
2.986016110, 2.986018831
2.988516110, 2.988518965
2.991016105, 2.991018741
2.993516107, 2.993519092
2.996016103, 2.996018595
2.998516109, 2.998518735
3.001016103, 3.001018866
3.003516112, 3.003518836
3.006016109, 3.006018739
3.008516108, 3.008518701
3.011016111, 3.011018638
3.013516105, 3.013518662
3.016016107, 3.016018771
3.018516104, 3.018518787
3.021016111, 3.021020207
3.023516108, 3.023519963
3.026016108, 3.026018867
3.028516120, 3.028518812
3.031016103, 3.031018779
3.033516111, 3.033520082
3.036016110, 3.036018727
3.038516111, 3.038518629
3.041016110, 3.041019449
3.043516105, 3.043518801
3.046016110, 3.046018805
3.048516106, 3.048518683
3.051016112, 3.051018731
3.053516103, 3.053518619
3.056016112, 3.056018634
3.058516111, 3.058518618
3.061016107, 3.061018779
3.063516108, 3.063518900
3.066016103, 3.066018803
3.068516108, 3.068518694
3.071016112, 3.071018941
3.073516111, 3.073518672
3.076016111, 3.076020181
3.078516103, 3.078518697
3.081016107, 3.081018815
3.083516106, 3.083518741
3.086016109, 3.086018796
3.088516111, 3.088518836
3.091016111, 3.091018727
3.093516112, 3.093518611
3.096016104, 3.096018605
3.098516109, 3.098518627
3.101016105, 3.101018857
3.103516111, 3.103519176
3.106016110, 3.106018909
3.108516107, 3.108518688
3.111016109, 3.111018612
3.113516103, 3.113518563
3.116016109, 3.116018563
3.118516108, 3.118519230
3.121016107, 3.121019403
3.123516112, 3.123518975
3.126016106, 3.126018687
3.128516107, 3.128518552
3.131016105, 3.131018634
3.133516107, 3.133518644
3.136016107, 3.136018639
3.138516111, 3.138518724
3.141016111, 3.141018820
3.143516108, 3.143518989
3.146016107, 3.146018916
3.148516105, 3.148518860
3.151016112, 3.151019050
3.153516106, 3.153518755
3.156016108, 3.156018765
3.158516110, 3.158518810
3.161016108, 3.161018882
3.163516109, 3.163518848
3.166016103, 3.166018851
3.168516107, 3.168518947
3.171016103, 3.171018696
3.173516109, 3.173518659
3.176016109, 3.176018732
3.178516106, 3.178518726
3.181016112, 3.181021754
3.183516103, 3.183519827
3.186016107, 3.186018835
3.188516104, 3.188518714
3.191016112, 3.191018848
3.193516110, 3.193518623
3.196016109, 3.196020177
3.198516108, 3.198518736
3.201016107, 3.201019216
3.203516107, 3.203518999
3.206016103, 3.206018708
3.208516108, 3.208518903
3.211016111, 3.211018737
3.213516108, 3.213518644
3.216016111, 3.216018680
3.218516107, 3.218518703
3.221016107, 3.221018724
3.223516112, 3.223518756
3.226016111, 3.226018611
3.228516108, 3.228518660
3.231016108, 3.231018684
3.233516109, 3.233518606
3.236016106, 3.236018660
3.238516107, 3.238520168
3.241016103, 3.241019106
3.243516110, 3.243518934
3.246016111, 3.246018870
3.248516105, 3.248518875
3.251016109, 3.251018777
3.253516107, 3.253518702
3.256016110, 3.256018704
3.258516106, 3.258519358
3.261016107, 3.261018902
3.263516108, 3.263519458
3.266016105, 3.266018880
3.268516111, 3.268518762
3.271016105, 3.271018917
3.273516109, 3.273518802
3.276016112, 3.276018854
3.278516108, 3.278519578
3.281016108, 3.281019715
3.283516104, 3.283519027
3.286016108, 3.286019159
3.288516105, 3.288518578
3.291016110, 3.291018765
3.293516104, 3.293518602
3.296016109, 3.296018723
3.298516109, 3.298518793
3.301016105, 3.301018771
3.303516110, 3.303518834
3.306016106, 3.306018795
3.308516108, 3.308518716
3.311016103, 3.311018804
3.313516110, 3.313518564
3.316016108, 3.316018809
3.318516103, 3.318518679
3.321016108, 3.321018797
3.323516105, 3.323518782
3.326016109, 3.326018716
3.328516103, 3.328518631
3.331016111, 3.331018671
3.333516108, 3.333518789
3.336016106, 3.336018561
3.338516110, 3.338518592
3.341016104, 3.341019298
3.343516110, 3.343519676
3.346016104, 3.346018736
3.348516107, 3.348518656
3.351016107, 3.351018848
3.353516105, 3.353518569
3.356016110, 3.356018613
3.358516105, 3.358520179
3.361016111, 3.361019435
3.363516105, 3.363518826
3.366016109, 3.366018749
3.368516107, 3.368518691
3.371016105, 3.371019037
3.373516110, 3.373518647
3.376016105, 3.376018675
3.378516111, 3.378518592
3.381016104, 3.381018680
3.383516109, 3.383518755
3.386016111, 3.386018776
3.388516104, 3.388518678
3.391016111, 3.391018861
3.393516106, 3.393518838
3.396016109, 3.396018790
3.398516109, 3.398518674
3.401016110, 3.401020570
3.403516107, 3.403518905
3.406016105, 3.406018766
3.408516111, 3.408518667
3.411016104, 3.411018746
3.413516108, 3.413518629
3.416016111, 3.416019395
3.418516111, 3.418518759
3.421016111, 3.421019134
3.423516108, 3.423519210
3.426016111, 3.426018724
3.428516102, 3.428518598
3.431016107, 3.431018689
3.433516108, 3.433518805
3.436016109, 3.436018836
3.438516109, 3.438519427
3.441016104, 3.441019445
3.443516110, 3.443519473
3.446016103, 3.446018733
3.448516108, 3.448518576
3.451016112, 3.451018687
3.453516108, 3.453518603
3.456016110, 3.456018798
3.458516103, 3.458518701
3.461016110, 3.461018965
3.463516103, 3.463518712
3.466016111, 3.466018730
3.468516110, 3.468518515
3.471016108, 3.471018792
3.473516108, 3.473518662
3.476016107, 3.476018623
3.478516108, 3.478518798
3.481016104, 3.481018807
3.483516107, 3.483518857
3.486016107, 3.486018844
3.488516107, 3.488518572
3.491016107, 3.491018734
3.493516104, 3.493518622
3.496016112, 3.496018664
3.498516107, 3.498518599
3.501016109, 3.501019468
3.503516111, 3.503519652
3.506016106, 3.506018895
3.508516108, 3.508518734
3.511016105, 3.511018797
3.513516108, 3.513518645
3.516016104, 3.516018730
3.518516111, 3.518518671
3.521016111, 3.521020729
3.523516106, 3.523518967
3.526016110, 3.526018669
3.528516107, 3.528518952
3.531016108, 3.531018642
3.533516112, 3.533518558
3.536016111, 3.536018572
3.538516108, 3.538518632
3.541016104, 3.541018643
3.543516109, 3.543518719
3.546016107, 3.546018916
3.548516107, 3.548518599
3.551016106, 3.551018618
3.553516109, 3.553518619
3.556016110, 3.556018964
3.558516104, 3.558518685
3.561016109, 3.561018967
3.563516103, 3.563520346
3.566016111, 3.566018874
3.568516105, 3.568518946
3.571016110, 3.571018901
3.573516108, 3.573518985
3.576016108, 3.576018747
3.578516107, 3.578518782
3.581016107, 3.581018893
3.583516110, 3.583519139
3.586016105, 3.586018816
3.588516111, 3.588518704
3.591016112, 3.591019082
3.593516105, 3.593518653
3.596016107, 3.596019074
3.598516108, 3.598519262
3.601016110, 3.601019326
3.603516105, 3.603518955
3.606016108, 3.606019025
3.608516108, 3.608518682
3.611016103, 3.611018701
3.613516108, 3.613518600
3.616016105, 3.616018603
3.618516110, 3.618518644
3.621016103, 3.621018733
3.623516107, 3.623518836
3.626016109, 3.626018714
3.628516105, 3.628518589
3.631016109, 3.631018714
3.633516104, 3.633518608
3.636016110, 3.636018680
3.638516104, 3.638518570
3.641016109, 3.641018652
3.643516107, 3.643518721
3.646016107, 3.646018885
3.648516108, 3.648518800
3.651016108, 3.651018776
3.653516107, 3.653518617
3.656016103, 3.656018637
3.658516112, 3.658518550
3.661016112, 3.661019194
3.663516103, 3.663520046
3.666016110, 3.666018689
3.668516104, 3.668518756
3.671016110, 3.671018814
3.673516104, 3.673518673
3.676016111, 3.676018669
3.678516111, 3.678518691
3.681016102, 3.681019355
3.683516110, 3.683520458
3.686016103, 3.686019009
3.688516109, 3.688518535
3.691016112, 3.691018744
3.693516110, 3.693518595
3.696016108, 3.696018767
3.698516104, 3.698518716
3.701016107, 3.701018729
3.703516105, 3.703518974
3.706016112, 3.706018678
3.708516104, 3.708518594
3.711016111, 3.711018633
3.713516108, 3.713518920
3.716016106, 3.716018691
3.718516108, 3.718518679
3.721016107, 3.721018787
3.723516107, 3.723518697
3.726016104, 3.726020219
3.728516106, 3.728518618
3.731016107, 3.731019110
3.733516108, 3.733518640
3.736016109, 3.736018800
3.738516104, 3.738518521
3.741016111, 3.741018672
3.743516111, 3.743519019
3.746016106, 3.746018799
3.748516112, 3.748519140
3.751016105, 3.751018677
3.753516109, 3.753518585
3.756016105, 3.756018735
3.758516109, 3.758519864
3.761016108, 3.761019374
3.763516107, 3.763519037
3.766016109, 3.766018691
3.768516105, 3.768518581
3.771016110, 3.771019093
3.773516107, 3.773518651
3.776016108, 3.776018768
3.778516111, 3.778518744
3.781016109, 3.781019110
3.783516111, 3.783518790
3.786016107, 3.786018643
3.788516111, 3.788518611
3.791016105, 3.791018692
3.793516111, 3.793518723
3.796016111, 3.796018600
3.798516108, 3.798518771
3.801016112, 3.801018610
3.803516103, 3.803518774
3.806016107, 3.806018753
3.808516106, 3.808518482
3.811016109, 3.811018735
3.813516107, 3.813518556
3.816016108, 3.816018616
3.818516109, 3.818518616
3.821016105, 3.821019144
3.823516110, 3.823519650
3.826016105, 3.826018717
3.828516106, 3.828518934
3.831016107, 3.831018735
3.833516105, 3.833518804
3.836016109, 3.836018594
3.838516108, 3.838518586
3.841016107, 3.841019243
3.843516102, 3.843518717
3.846016110, 3.846020022
3.848516106, 3.848518629
3.851016104, 3.851018863
3.853516110, 3.853518762
3.856016104, 3.856018526
3.858516108, 3.858518535
3.861016107, 3.861018792
3.863516111, 3.863518876
3.866016107, 3.866018707
3.868516105, 3.868518694
3.871016110, 3.871018716
3.873516105, 3.873518594
3.876016110, 3.876018946
3.878516106, 3.878518654
3.881016111, 3.881019090
3.883516111, 3.883519153
3.886016107, 3.886018727
3.888516111, 3.888520294
3.891016105, 3.891018790
3.893516107, 3.893518661
3.896016105, 3.896018654
3.898516110, 3.898518887
3.901016109, 3.901018911
3.903516103, 3.903519217
3.906016112, 3.906018974
3.908516105, 3.908518600
3.911016112, 3.911018721
3.913516111, 3.913518690
3.916016110, 3.916018687
3.918516107, 3.918519208
3.921016107, 3.921019487
3.923516108, 3.923518736
3.926016104, 3.926018753
3.928516112, 3.928518808
3.931016105, 3.931018729
3.933516109, 3.933518577
3.936016107, 3.936018662
3.938516103, 3.938518765
3.941016108, 3.941018667
3.943516104, 3.943518944
3.946016111, 3.946018771
3.948516104, 3.948520710
3.951016110, 3.951018736
3.953516109, 3.953518613
3.956016105, 3.956018707
3.958516109, 3.958518704
3.961016105, 3.961018863
3.963516107, 3.963518971
3.966016104, 3.966018876
3.968516107, 3.968518840
3.971016108, 3.971018838
3.973516103, 3.973518906
3.976016107, 3.976018575
3.978516105, 3.978518747
3.981016110, 3.981019562
3.983516104, 3.983519650
3.986016109, 3.986018691
3.988516109, 3.988518739
3.991016107, 3.991018802
3.993516109, 3.993518666
3.996016107, 3.996018889
3.998516110, 3.998518792
4.001016112, 4.001019578
4.003516111, 4.003518841
4.006016107, 4.006018810
4.008516106, 4.008520082
4.011016112, 4.011018727
4.013516103, 4.013518740
4.016016107, 4.016018602
4.018516109, 4.018518780
4.021016108, 4.021018804
4.023516108, 4.023518713
4.026016105, 4.026018784
4.028516107, 4.028518719
4.031016104, 4.031018877
4.033516112, 4.033518660
4.036016102, 4.036018785
4.038516107, 4.038518719
4.041016110, 4.041018936
4.043516105, 4.043518747
4.046016110, 4.046018742
4.048516107, 4.048518518
4.051016107, 4.051020074
4.053516110, 4.053518675
4.056016108, 4.056018694
4.058516108, 4.058518805
4.061016107, 4.061018923
4.063516107, 4.063519167
4.066016107, 4.066018915
4.068516110, 4.068518599
4.071016110, 4.071018727
4.073516107, 4.073518629
4.076016110, 4.076018607
4.078516105, 4.078519197
4.081016107, 4.081019363
4.083516106, 4.083518966
4.086016107, 4.086018893
4.088516111, 4.088518608
4.091016109, 4.091018763
4.093516107, 4.093518645
4.096016108, 4.096018689
4.098516111, 4.098518652
4.101016104, 4.101018778
4.103516111, 4.103519112
4.106016109, 4.106018684
4.108516110, 4.108518565
4.111016108, 4.111018806
4.113516108, 4.113518608
4.116016111, 4.116018651
4.118516108, 4.118518583
4.121016112, 4.121018676
4.123516112, 4.123518862
4.126016106, 4.126018900
4.128516112, 4.128518605
4.131016104, 4.131018997
4.133516111, 4.133518595
4.136016105, 4.136018572
4.138516107, 4.138518621
4.141016110, 4.141019320
4.143516109, 4.143519681
4.146016109, 4.146018894
4.148516108, 4.148518595
4.151016111, 4.151018836
4.153516107, 4.153519031
4.156016111, 4.156018770
4.158516110, 4.158518793
4.161016104, 4.161019252
4.163516109, 4.163518916
4.166016106, 4.166018763
4.168516108, 4.168518572
4.171016107, 4.171020188
4.173516111, 4.173518688
4.176016111, 4.176018786
4.178516108, 4.178518596
4.181016108, 4.181018747
4.183516107, 4.183518734
4.186016111, 4.186018891
4.188516105, 4.188518731
4.191016112, 4.191018695
4.193516109, 4.193518611
4.196016103, 4.196018957
4.198516108, 4.198519019
4.201016103, 4.201018760
4.203516109, 4.203518692
4.206016104, 4.206018908
4.208516108, 4.208518963
4.211016112, 4.211018791
4.213516108, 4.213520450
4.216016108, 4.216018902
4.218516105, 4.218518747
4.221016108, 4.221019219
4.223516103, 4.223519540
4.226016112, 4.226018825
4.228516107, 4.228518708
4.231016105, 4.231018638
4.233516111, 4.233518644
4.236016105, 4.236018742
4.238516110, 4.238519157
4.241016111, 4.241019239
4.243516107, 4.243518890
4.246016111, 4.246018687
4.248516108, 4.248518546
4.251016111, 4.251018628
4.253516104, 4.253518555
4.256016111, 4.256018526
4.258516111, 4.258518609
4.261016107, 4.261018612
4.263516109, 4.263518828
4.266016103, 4.266018670
4.268516110, 4.268518957
4.271016103, 4.271018784
4.273516112, 4.273518688
4.276016104, 4.276018704
4.278516107, 4.278518666
4.281016111, 4.281018825
4.283516105, 4.283519236
4.286016107, 4.286018975
4.288516103, 4.288519029
4.291016108, 4.291018756
4.293516103, 4.293518572
4.296016107, 4.296018714
4.298516111, 4.298518766
4.301016107, 4.301019715
4.303516108, 4.303519561
4.306016108, 4.306019138
4.308516110, 4.308518756
4.311016112, 4.311019026
4.313516107, 4.313518850
4.316016107, 4.316018785
4.318516105, 4.318518569
4.321016111, 4.321019222
4.323516104, 4.323519399
4.326016107, 4.326018719
4.328516104, 4.328518569
4.331016108, 4.331018869
4.333516110, 4.333520051
4.336016107, 4.336018803
4.338516110, 4.338518874
4.341016105, 4.341018855
4.343516111, 4.343518816
4.346016103, 4.346018964
4.348516111, 4.348518615
4.351016111, 4.351018694
4.353516107, 4.353518696
4.356016109, 4.356018780
4.358516106, 4.358518694
4.361016109, 4.361018994
4.363516110, 4.363518835
4.366016109, 4.366018899
4.368516108, 4.368518747
4.371016106, 4.371018839
4.373516109, 4.373518562
4.376016106, 4.376020369
4.378516110, 4.378518679
4.381016109, 4.381018850
4.383516110, 4.383519161
4.386016108, 4.386019024
4.388516105, 4.388518580
4.391016111, 4.391018724
4.393516106, 4.393518578
4.396016108, 4.396018728
4.398516103, 4.398519350
4.401016105, 4.401025033
4.403516111, 4.403518701
4.406016107, 4.406018905
4.408516111, 4.408519042
4.411016104, 4.411018813
4.413516111, 4.413518660
4.416016110, 4.416018639
4.418516105, 4.418518651
4.421016111, 4.421018663
4.423516104, 4.423518828
4.426016112, 4.426018844
4.428516104, 4.428518633
4.431016109, 4.431018853
4.433516109, 4.433518619
4.436016106, 4.436018924
4.438516110, 4.438518609
4.441016104, 4.441018674
4.443516110, 4.443518734
4.446016107, 4.446018732
4.448516111, 4.448518575
4.451016108, 4.451018647
4.453516107, 4.453519046
4.456016107, 4.456018698
4.458516104, 4.458518618
4.461016109, 4.461018991
4.463516106, 4.463520016
4.466016107, 4.466018872
4.468516108, 4.468518773
4.471016107, 4.471018705
4.473516108, 4.473518955
4.476016103, 4.476018834
4.478516110, 4.478518782
4.481016104, 4.481019216
4.483516109, 4.483518908
4.486016111, 4.486018736
4.488516108, 4.488518667
4.491016110, 4.491018610
4.493516103, 4.493518680
4.496016111, 4.496019992
4.498516111, 4.498518732
4.501016108, 4.501018640
4.503516111, 4.503518852
4.506016108, 4.506018752
4.508516107, 4.508518764
4.511016105, 4.511018658
4.513516110, 4.513518705
4.516016104, 4.516018907
4.518516118, 4.518518593
4.521016110, 4.521018684
4.523516105, 4.523518872
4.526016112, 4.526019098
4.528516103, 4.528518674
4.531016108, 4.531018741
4.533516105, 4.533518816
4.536016110, 4.536018800
4.538516110, 4.538520349
4.541016105, 4.541018859
4.543516108, 4.543519378
4.546016104, 4.546018646
4.548516109, 4.548518768
4.551016105, 4.551018698
4.553516108, 4.553518745
4.556016109, 4.556018569
4.558516104, 4.558519792
4.561016107, 4.561019227
4.563516108, 4.563518876
4.566016110, 4.566018751
4.568516111, 4.568518570
4.571016111, 4.571018782
4.573516109, 4.573518715
4.576016104, 4.576018816
4.578516110, 4.578518814
4.581016104, 4.581018669
4.583516110, 4.583518810
4.586016112, 4.586018726
4.588516110, 4.588518957
4.591016111, 4.591018768
4.593516105, 4.593519034
4.596016107, 4.596018653
4.598516103, 4.598518832
4.601016116, 4.601019708
4.603516111, 4.603518966
4.606016107, 4.606018809
4.608516111, 4.608518739
4.611016108, 4.611018602
4.613516110, 4.613518694
4.616016109, 4.616018795
4.618516111, 4.618518616
4.621016102, 4.621019534
4.623516108, 4.623519645
4.626016111, 4.626018727
4.628516103, 4.628518753
4.631016108, 4.631018620
4.633516105, 4.633518657
4.636016109, 4.636018541
4.638516104, 4.638518924
4.641016107, 4.641019222
4.643516110, 4.643519112
4.646016106, 4.646018730
4.648516112, 4.648518637
4.651016104, 4.651018674
4.653516108, 4.653519031
4.656016109, 4.656018637
